index,price,hood_district,sqft,beds,bath,laundry,pets,housing_type,parking
2585,2300,10.0,750.0,2.0,2.0,2,0,0,0
1097,3000,9.0,965.0,1.0,1.5,2,0,0,3
892,3107,9.0,956.0,1.0,1.0,2,3,0,3
1194,3728,9.0,1015.0,2.0,2.0,2,3,0,0
399,5950,9.0,2100.0,3.0,2.0,2,0,0,0
2889,4200,5.0,1150.0,3.0,2.0,1,3,0,0
60,4075,5.0,950.0,2.0,1.0,2,0,0,0
1163,3195,9.0,750.0,1.0,1.0,1,0,0,0
2346,1625,10.0,500.0,0.0,1.0,1,1,0,0
190,1795,8.0,450.0,0.0,1.0,1,3,0,0
1060,4595,9.0,900.0,2.0,2.0,1,3,0,3
330,3595,5.0,1075.0,2.0,1.0,1,1,0,0
1122,2950,9.0,850.0,1.0,2.0,2,0,0,3
2415,2799,8.0,1000.0,2.0,2.0,1,0,0,3
1081,2800,9.0,950.0,1.0,1.0,2,0,0,3
2626,4145,8.0,996.0,2.0,2.0,2,3,0,3
613,4495,2.0,1400.0,3.0,2.0,1,3,0,1
809,4595,9.0,1220.0,2.0,2.0,2,0,0,3
1074,2995,9.0,784.0,1.0,1.0,2,0,0,3
1230,2300,5.0,600.0,1.0,1.0,0,1,0,3
1214,2395,5.0,600.0,1.0,1.0,0,1,0,3
1093,3250,7.0,900.0,1.0,1.0,1,0,0,3
347,2495,8.0,483.0,2.0,1.0,1,2,0,0
2374,3995,8.0,1100.0,1.0,1.0,1,3,0,3
2380,2495,3.0,573.0,1.0,1.0,0,1,0,0
2009,3395,9.0,1231.0,2.0,2.0,2,2,0,3
16,2750,9.0,1000.0,2.0,2.0,2,2,0,3
782,2786,9.0,425.0,1.0,1.0,0,0,0,0
966,2750,7.0,700.0,0.0,1.0,1,0,0,3
1651,3416,9.0,885.0,2.0,2.0,2,3,0,3
30,4600,6.0,1750.0,3.0,2.5,0,0,0,3
1604,3550,9.0,900.0,1.0,1.0,2,3,0,0
3087,2850,5.0,690.0,1.0,1.0,1,1,0,0
2978,3850,9.0,1500.0,3.0,1.5,2,3,0,0
205,3695,8.0,911.0,2.0,2.0,2,3,0,3
1682,3575,8.0,1000.0,2.0,1.0,1,0,0,0
1884,2595,2.0,1000.0,1.0,1.0,0,0,0,3
2703,6300,6.0,1886.0,5.0,2.0,2,3,0,0
1385,2950,3.0,980.0,2.0,2.0,2,3,0,0
590,2895,7.0,800.0,1.0,1.0,0,1,0,0
2497,3995,3.0,1000.0,3.0,1.0,0,3,0,0
1941,4876,9.0,1285.0,2.0,2.0,2,3,0,3
1483,3200,8.0,770.0,1.0,1.0,2,0,0,3
1931,3450,7.0,1100.0,2.0,1.0,1,0,0,0
2332,12000,9.0,3300.0,4.0,4.0,2,3,0,3
946,3896,9.0,728.0,2.0,1.0,0,0,0,0
2232,5600,8.0,1800.0,2.0,2.0,2,1,0,3
1889,4195,7.0,1120.0,2.0,2.0,2,3,0,3
1096,3700,9.0,1201.0,2.0,2.0,2,0,0,3
2918,2295,6.0,600.0,1.0,1.0,1,0,0,0
2811,3400,8.0,668.0,1.0,1.0,2,3,0,0
2145,4350,8.0,950.0,2.0,1.0,2,0,0,3
2809,6500,8.0,1583.0,3.0,2.5,2,3,0,3
1318,1700,8.0,425.0,0.0,1.0,0,0,0,0
71,3799,9.0,861.0,1.0,1.0,2,3,0,3
1511,3198,7.0,925.0,2.0,2.0,1,3,0,3
82,2906,9.0,748.0,1.0,1.0,2,3,0,0
1020,2801,9.0,627.0,1.0,1.0,2,3,0,0
1205,1500,8.0,390.0,0.0,1.0,1,3,0,0
1915,2800,9.0,653.0,1.0,1.0,2,0,0,3
521,2335,9.0,700.0,1.0,1.0,2,3,0,3
50,3395,8.0,684.0,1.0,1.0,2,0,0,3
51,2595,9.0,900.0,2.0,1.0,1,0,0,0
52,3995,9.0,1190.0,2.0,2.0,2,0,0,3
951,4495,9.0,1200.0,2.0,2.0,2,0,0,3
949,2950,9.0,800.0,2.0,2.0,0,1,0,2
2821,7200,7.0,2300.0,5.0,2.5,2,0,0,0
1878,5150,8.0,1500.0,2.0,2.0,1,0,0,3
2089,3200,1.0,1200.0,2.0,1.0,1,0,0,3
2087,2995,7.0,1100.0,2.0,1.0,0,0,0,0
183,5995,9.0,1590.0,4.0,2.0,1,3,0,0
2923,1250,2.0,200.0,1.0,1.0,1,0,0,0
704,2420,3.0,729.0,1.0,1.0,0,1,2,0
1926,22500,9.0,4509.0,3.0,4.0,2,0,0,3
3065,3250,8.0,1000.0,2.0,1.0,1,0,0,0
1402,3734,9.0,1064.0,2.0,2.0,2,3,0,3
81,2770,9.0,690.0,1.0,1.0,2,3,0,3
2194,2095,9.0,750.0,0.0,1.0,2,0,0,0
1256,4900,7.0,1700.0,5.0,2.0,2,0,0,0
275,2795,7.0,650.0,1.0,1.0,1,0,0,3
1281,2550,7.0,750.0,1.0,1.0,1,0,0,3
595,3490,8.0,750.0,2.0,1.0,2,3,0,3
48,2549,8.0,875.0,1.0,1.0,2,3,0,0
1727,2495,8.0,595.0,1.0,1.0,2,3,0,0
840,2490,3.0,691.0,1.0,1.0,0,1,2,0
282,2499,6.0,679.0,1.0,1.0,1,3,0,0
1730,6495,7.0,1645.0,3.0,2.5,2,3,0,0
2524,4500,9.0,1350.0,2.0,2.0,2,0,0,3
2331,3000,6.0,765.0,1.0,1.0,0,0,0,0
1943,4265,9.0,1365.0,3.0,2.5,2,3,0,0
1278,2195,9.0,500.0,1.0,1.0,0,0,0,0
2912,3000,5.0,650.0,1.0,1.0,1,3,0,0
2503,3549,9.0,790.0,1.0,1.0,2,3,0,0
3008,3595,9.0,869.0,1.0,1.0,2,3,0,3
2005,5250,6.0,1800.0,4.0,1.0,2,3,0,0
679,2100,5.0,500.0,0.0,1.0,1,3,0,0
1139,1699,6.0,550.0,1.0,1.0,0,3,0,0
680,4700,9.0,1750.0,2.0,2.0,2,0,0,3
681,4700,9.0,1750.0,2.0,2.0,2,0,0,3
2699,2000,4.0,500.0,0.0,1.0,1,0,0,1
2701,2700,1.0,600.0,1.0,1.0,1,1,0,3
1192,4099,5.0,1300.0,3.0,1.0,0,3,0,0
378,3595,9.0,1200.0,2.0,1.0,1,1,0,0
2785,4695,7.0,1700.0,3.0,2.0,2,0,0,0
1675,1950,3.0,450.0,1.0,1.0,0,0,1,1
1341,3600,8.0,1100.0,3.0,1.0,2,0,0,0
225,3625,8.0,1032.0,2.0,2.0,2,0,0,3
