date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,"PRICE DROP! Top/Corner, Incl Parking, Storage,WiFi, Flexible Lease",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-drop-top-corner/7206352676.html,2550,1,610.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,Warehouse Conversion | Garden Rooftop | Multiple Terraces | 2Car Prkg,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-warehouse-conversion/7204932405.html,22500,3,4509.0,SOMA / south beach,4Ba,"['application fee details: $45 Application Fee', 'apartment', 'w/d in unit', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'attached garage']"
Oct  1,Top Floor | Golden Gate and Palace of Fine Arts View | Dining Nook,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-golden-gate-and/7204932505.html,3150,1,,marina / cow hollow,1Ba,"['application fee details: $45 Application Fee', 'apartment', 'laundry in bldg', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'attached garage']"
Oct  1,Built in 1892 | Golden Gate Bridge Views | Original Details | MUST SEE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-built-in-golden-gate/7204932557.html,7995,2,3000.0,pacific heights,2Ba,"['application fee details: $30 Application Fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'no parking']"
Oct  1,Ideal Russian Hill Location for this Studio.  Available Now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ideal-russian-hill/7206358362.html,1800,,500.0,russian hill,,['apartment']
Oct  1,Private Terrace | Fnnch Facade | EV Parking | 3 Bed 2 Full Baths,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-terrace-fnnch/7204931645.html,6500,3,,alamo square / nopa,2Ba,"['EV charging', 'application fee details: $45 Application Fee', 'apartment', 'w/d in unit', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'attached garage']"
Oct  1,Tree Lined | Fillmore Street Corridor | Top Floor | Rear Unit | Yard,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tree-lined-fillmore/7204931794.html,3450,2,1100.0,pacific heights,1Ba,"['application fee details: $45 Application Fee', 'apartment', 'laundry in bldg', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'no parking']"
Oct  1,Alamo Square Park View | Jr. 1 Bed | Dishwasher | Eat-in Kitchen,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-alamo-square-park-view-jr/7204932810.html,2625,1,,alamo square / nopa,1Ba,"['application fee details: $45 Application Fee', 'furnished', 'apartment', 'laundry on site', 'listed by: Chandler Properties Lic# 01901416', 'no parking']"
Oct  1,Amenities & Gym Open | Water Views | 3 Bed 3.5 Bath | 2 Valet |Doorman,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amenities-gym-open-water/7204932354.html,19000,3,2358.0,SOMA / south beach,3.5Ba,"['application fee details: $45 Application Fee', 'apartment', 'w/d in unit', 'listed by: Lic# 01901416', 'no smoking', 'valet parking', 'wheelchair accessible']"
Oct  1,"Newly Remodeled House inner Sunset close to UCSF, SFSU, CCSF",https://sfbay.craigslist.org/sfc/apa/d/newly-remodeled-house-inner-sunset/7205149953.html,3850,3,,inner sunset / UCSF,1Ba,"['house', 'no smoking']"
Oct  1,1 bedroom loft available in South Beach great building with parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-loft-available/7206358128.html,3300,1,,SOMA / south beach,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Nice single family home,https://sfbay.craigslist.org/sfc/apa/d/walnut-creek-nice-single-family-home/7206308410.html,2000,3,1184.0,,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,"Spacious Home with 2 en-suite, newly remodeled, Virtual Tour",https://sfbay.craigslist.org/sfc/apa/d/daly-city-spacious-home-with-2-en-suite/7206344223.html,4495,4,1800.0,Westlake,3Ba,"['application fee details: $40 per applicant', 'apartment', 'laundry in bldg', 'off-street parking']"
Oct  1,2 Months Free: Super Bright Studio with Modern Finishes,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-super/7206356184.html,1795,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,"12 WEEKS FREE & $500 CONCESSION!! Exposed Brick, A/C, Pets Welcome!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-12-weeks-free-500/7206350786.html,3616,2,,SOMA / south beach,2Ba,['apartment']
Oct  1,"Beautifully maintained Studio 1920's w/hardwoods, views, eat-in-kitch",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-maintained/7196202315.html,2195,,450.0,mission district,1Ba,['apartment']
Oct  1,Townhome on 1st St and Clementina | Huge Living Area | Free Rent,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-townhome-on-1st-st-and/7206342963.html,4876,2,1285.0,SOMA / south beach,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,"One Bedroom Condo 59 Sixth Avenue #1, North of Lake St. San Francisco,",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-condo-59/7206356219.html,2895,1,800.0,inner richmond,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'laundry in bldg', 'street parking']"
Oct  1,Your Future Begins Here! Admirals Cove!  8 Weeks FREE RENT!*,https://sfbay.craigslist.org/sfc/apa/d/alameda-your-future-begins-here/7206356007.html,4265,3,1365.0,mission district,2.5Ba,"['application fee details: 52.46', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Comfortable In-law Unit w/Shared Yard,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-comfortable-in-law-unit/7206297521.html,1699,1,525.0,richmond / seacliff,1Ba,"['application fee details: 30.00 Credit Check (non-refundable)', 'broker fee details: Percentage of 1-months rent', 'in-law', 'listed by: Bayview Real Estate', 'no smoking', 'street parking']"
Oct  1,Huge 2 bedroom with roof deck,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-2-bedroom-with-roof/7206355513.html,2900,2,980.0,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']"
Oct  1,"513 Bush Street, #37 - Updated Studio Apartment in Financial District",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-513-bush-street-37/7198658595.html,1395,,,financial district,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"2127 Fillmore Street, #2 - Bright & Charming One-Bedroom Apartment",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2127-fillmore-street-2/7198638829.html,2495,1,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"845 Hyde Street, #7 - Bright and Spacious Top Floor One Bedroom",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-845-hyde-street-7-bright/7198608152.html,2195,1,,lower nob hill,1Ba,['apartment']
Oct  1,Recently Renovated Spacious One-Bedroom in Pacific Heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recently-renovated/7195148307.html,3250,1,,pacific heights,1Ba,"['application fee details: None', 'broker fee details: None', 'apartment', 'laundry in bldg', 'listed by: DRE #01183885', 'no smoking', 'attached garage']"
Oct  1,NEW PRICE! Choice Unit on the Top Floor w/VIEW 2 Bay windows,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-choice-unit-on/7197959588.html,2450,,,mission district,1Ba,"['apartment', 'no smoking']"
Oct  1,NEW PRICE !!! Van Ness Ave studio 3rd floor elevator Bldg Hardwoods,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-van-ness-ave/7197971554.html,1495,,450.0,downtown / civic / van ness,1Ba,"['apartment', 'laundry in bldg']"
Oct  1,"Liberty Hill renovated 2BR, W/D in unit, huge private deck, prkg avail",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-liberty-hill-renovated/7206354395.html,4250,2,,mission district,1Ba,"['application fee details: $40 application fee', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,2 Months Free: Spacious & Modern 3BR/2BA; W/D In-Unit; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-spacious/7206349974.html,4995,3,,inner richmond,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,Private  1 Bedroom/ 1 Bathroom (Utility included),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-1-bedroom-1/7206350210.html,1500,1,550.0,sunset / parkside,1Ba,"['EV charging', 'furnished', 'in-law', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Gorgeous Spacious Bright Large Unit With W/D,https://sfbay.craigslist.org/sfc/apa/d/burlingame-gorgeous-spacious-bright/7206344833.html,2850,1,,nob hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'valet parking', 'wheelchair accessible']"
Oct  1,High ceiling Studio with Sleeping loft in Landmark Victorian,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-high-ceiling-studio-with/7206353287.html,1780,1,300.0,downtown / civic / van ness,1Ba,"['application fee details: $30 including credit check', 'cats are OK - purrr', 'loft', 'laundry in bldg', 'no smoking']"
Oct  1,"Jr. One Bed Condo, Clay & Steiner",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-one-bed-condo-clay/7206352978.html,2400,,440.0,pacific heights,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg']"
Oct  1,Recently Renovated Spacious One-Bedroom in Pacific Heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recently-renovated/7195148307.html,3250,1,,pacific heights,1Ba,"['application fee details: None', 'broker fee details: None', 'apartment', 'laundry in bldg', 'listed by: DRE #01183885', 'no smoking', 'attached garage']"
Oct  1,NEW PRICE! Choice Unit on the Top Floor w/VIEW 2 Bay windows,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-choice-unit-on/7197959588.html,2450,,,mission district,1Ba,"['apartment', 'no smoking']"
Oct  1,NEW PRICE !!! Van Ness Ave studio 3rd floor elevator Bldg Hardwoods,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-price-van-ness-ave/7197971554.html,1495,,450.0,downtown / civic / van ness,1Ba,"['apartment', 'laundry in bldg']"
Oct  1,"Liberty Hill renovated 2BR, W/D in unit, huge private deck, prkg avail",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-liberty-hill-renovated/7206354395.html,4250,2,,mission district,1Ba,"['application fee details: $40 application fee', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,2 Months Free: Spacious & Modern 3BR/2BA; W/D In-Unit; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-spacious/7206349974.html,4995,3,,inner richmond,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,Private  1 Bedroom/ 1 Bathroom (Utility included),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-1-bedroom-1/7206350210.html,1500,1,550.0,sunset / parkside,1Ba,"['EV charging', 'furnished', 'in-law', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Gorgeous Spacious Bright Large Unit With W/D,https://sfbay.craigslist.org/sfc/apa/d/burlingame-gorgeous-spacious-bright/7206344833.html,2850,1,,nob hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'valet parking', 'wheelchair accessible']"
Oct  1,High ceiling Studio with Sleeping loft in Landmark Victorian,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-high-ceiling-studio-with/7206353287.html,1780,1,300.0,downtown / civic / van ness,1Ba,"['application fee details: $30 including credit check', 'cats are OK - purrr', 'loft', 'laundry in bldg', 'no smoking']"
Oct  1,"Jr. One Bed Condo, Clay & Steiner",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-one-bed-condo-clay/7206352978.html,2400,,440.0,pacific heights,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg']"
Oct  1,Studio with view and large private deck for outdoor living and working,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-with-view-and/7202483217.html,2250,,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Remodeled Victorian Mini-Lofts in the Emeric-Goodman Building,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-victorian-mini/7206352567.html,2195,2,500.0,downtown / civic / van ness,1Ba,"['application fee details: $30 including credit check', 'loft', 'laundry in bldg']"
Oct  1,"Open Sat 12-2, Large 1 BR 1 BA, 2 Car Parking, Laundry, walk to UCSF",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sat-12-2-large-1-br/7206352543.html,2495,1,,inner sunset / UCSF,1Ba,"['apartment', 'laundry in bldg', 'carport']"
Oct  1,3 Bedroom 1 Bath - Room only,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bedroom-1-bath-room-only/7206352463.html,1300,3,,laurel hts / presidio,1Ba,"['furnished', 'apartment', 'w/d in unit', 'carport']"
Oct  1,Best Block HaightBuenaVista Top SunView Retrofited 3Parks Central SF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-block/7206352339.html,2499,1,,haight ashbury,1Ba,"['apartment', 'laundry in bldg', 'no parking']"
Oct  1,EFFECTIVE RENT $1665 $1000 OFF FIRST MONTH'S RENT.UTILITIES PAID.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-effective-rent-off-first/7190344267.html,1665,,253.0,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'wheelchair accessible']"
Oct  1,"Large, two bedroom two bath apartment in great location",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-two-bedroom-two/7193219960.html,3295,2,1000.0,pacific heights,2Ba,"['apartment', 'laundry in bldg']"
Oct  1,"12 WEEKS FREE & $500 CONCESSION!! Exposed Brick, A/C, Pets Welcome!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-12-weeks-free-500/7204725084.html,2667,1,,SOMA / south beach,1Ba,['apartment']
Oct  1,3 Beds 2.5 baths (Upstair),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-beds-25-baths-upstair/7198154121.html,5100,3,1500.0,SunnySide,2Ba,"['EV charging', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,3 Beds 2.5 baths (Upstair),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-beds-25-baths-upstair/7197381759.html,5100,3,1500.0,SunnySide,2Ba,"['EV charging', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,3 Beds 2.5 baths (Upstair),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-beds-25-baths-upstair/7199663929.html,5100,3,1500.0,San Francisco/SunnySide,2.5Ba,"['EV charging', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,2BR +2BA + 2 Bonus Offices in Excellent Location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-2ba-2-bonus-offices/7198883150.html,4235,2,,glen park,2Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,3 Bed 2 Bath + Bonus Office Space Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-2-bath-bonus-office/7192391710.html,4235,3,,glen park,2Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Classic Marina Style top floor flat 3BD-2BA-2 PKG,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-classic-marina-style-top/7206349886.html,6100,3,2000.0,marina / cow hollow,2Ba,"['application fee details: Application and your own free credit score otherwise cost of credit report', 'broker fee details: None to tenant', 'apartment', 'laundry in bldg', 'listed by: Pat Carapiet Compass 00895957', 'detached garage']"
Oct  1,Awesome 3BD w/High-End Appliances & In-Unit Washer/Dryer!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-3bd-high-end/7206304635.html,4050,3,1200.0,mission district,1.5Ba,"['application fee details: 30.00(non-refundable credit check)', 'broker fee details: Percentage of 1-Months Rent', 'cats are OK - purrr', 'flat', 'w/d in unit', 'listed by: Bayview Real Estate Services, Inc.', 'no smoking', 'no parking']"
Oct  1,Quiet Garden View Studio with Hardwood Floors! Self Showing Apt!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-garden-view-studio/7206349818.html,1800,,,lower nob hill,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg']"
Oct  1,Charming Studio available now in Nob Hill!,https://sfbay.craigslist.org/sfc/apa/d/charming-studio-available-now-in-nob/7206349377.html,1895,1,,nob hill,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Large 2 BR/2 BA + Bonus Space,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-2-br-2-ba-bonus/7196435444.html,4075,2,1010.0,glen park,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,#212 Furnished ONLY Light-Filled 1 Bedroom in Presidio Heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-212-furnished-only-light/7206349249.html,3100,1,650.0,pacific heights,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Beautiful 1x1 w/Attached Garage & Pet Friendly! 6 Weeks Free Special!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-1x1-attached/7206348905.html,2990,1,587.0,castro / upper market,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,#168 Furnished&unfurnished - 2 Bdrm 1 Bath in SOMA/South of Market,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-168-furnishedunfurnished/7206348694.html,3800,2,800.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'furnished', 'condo', 'laundry in bldg', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Safe Haven 2275 Broadway #416 Up to $9.6K Move-In Allowance $0 Deposit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-safe-haven-2275-broadway/7206342992.html,6895,2,1530.0,pacific heights,2Ba,"['application fee details: $35 App Fee Per Applicant', 'broker fee details: No Fee', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Joseph Ginel', 'no smoking', 'attached garage']"
Oct  1,"#107 Furnished Only Heaven by Views, Luxury, Spaciousness 2 bd/2ba",https://sfbay.craigslist.org/sfc/apa/d/107-furnished-only-heaven-by-views/7206348203.html,6800,2,1600.0,pacific heights,2Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Remodeled Large Studio Apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-large-studio/7206260083.html,1495,,,tenderloin,1Ba,"['application fee details: $30 for Credit Check', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,"12 WEEKS FREE, $500 GIFT CARD, EXPOSED BRICK, A/C, WASHER/DRYER!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-12-weeks-free-500-gift/7206347650.html,2667,1,,SOMA / south beach,1Ba,['apartment']
Oct  1,4 Bedroom Edwardian Flat in NOPA! 1/2 off 3rd Month Rent!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-bedroom-edwardian-flat/7198537849.html,5600,4,1800.0,alamo square / nopa,splitBa,"['flat', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Beautiful 4bd/2ba, victorian, updated, spacious, best location",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-4bd-2ba/7204219180.html,5250,4,1800.0,hayes valley,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,"Beautiful 4bd/2ba, victorian, updated, spacious, best location",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-4bd-2ba/7204218823.html,5250,4,1800.0,hayes valley,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Top Floor one bedroom with views. New kitchen and bathroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-one-bedroom/7206346987.html,2500,1,,inner sunset / UCSF,1Ba,"['apartment', 'laundry in bldg']"
Oct  1,Centrally located 2BR/1BA - 520 Natoma,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-centrally-located-2br-1ba/7197521975.html,2137,,480.0,downtown / civic / van ness,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,"Newly renovated, great location, 5 bedrooms, 2 baths",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-great/7206339330.html,6850,5,,sunset / parkside,2Ba,"['house', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,#229 Furnished 1 bedroom 1 bath in North Beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-229-furnished-1-bedroom-1/7206346207.html,3750,1,613.0,north beach / telegraph hill,1Ba,"['furnished', 'apartment', 'w/d in unit']"
Oct  1,"Awesome 2bd + den / 2ba in best Lower Haight. Must see, pets ok, pkg",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-2bd-den-2ba-in/7202252371.html,3795,2,1000.0,lower haight,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,#151 Furnished ONLY 1 Bedroom w/ Parking at Presidio Gate in,https://sfbay.craigslist.org/sfc/apa/d/151-furnished-only-1-bedroom-parking-at/7206345819.html,3700,1,775.0,marina / cow hollow,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit', 'no smoking', 'detached garage']"
Oct  1,"Awesome large high floor condo, views, pkg, pets ok",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-large-high-floor/7201950519.html,2995,1,800.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,"Awesome fully redone unit with huge deck. 2bd pkg, yard, pets ok.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-fully-redone-unit/7196267833.html,3795,2,1000.0,mission district,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,"Awesome 100% redone 1bd, yard, pets, Must See!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-100-redone-1bd/7202811245.html,2595,1,500.0,USF / panhandle,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no parking']"
Oct  1,"Awesome condo in security building. 2bd/1ba, pkg, pets, must see!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-condo-in-security/7205152209.html,3295,2,833.0,nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,Spacious 1 BR/1BA w/Dining Rm + Living Rm.,https://sfbay.craigslist.org/sfc/apa/d/spacious-1-br-1ba-dining-rm-living-rm/7206345587.html,2995,1,,richmond / seacliff,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"All new 2bd in great location, pets, yard, pkg, must see!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-all-new-2bd-in-great/7205165866.html,3495,2,800.0,mission district,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,"exquisite 4bd/2ba, luxury, high ceiling, sunny, spacious, abfab neighb",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exquisite-4bd-2ba-luxury/7204219430.html,5250,,1800.0,hayes valley,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,"exquisite 4bd/2ba, luxury, high ceiling, sunny, spacious, abfab neighb",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exquisite-4bd-2ba-luxury/7204219006.html,5250,,1800.0,hayes valley,,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,"Patio/yard & garage included!  Steps to everything - dining, parks",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-patio-yard-garage/7204726907.html,3595,3,,laurel hts / presidio,2Ba,"['application fee details: $30 for credit + background check', 'flat', 'laundry in bldg', 'listed by: Compass 02005756', 'no smoking', 'attached garage']"
Oct  1,EXCELLENT OCEAN VIEW RICHMOND STUDIO,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-excellent-ocean-view/7206344937.html,2050,,500.0,richmond / seacliff,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,Beautiful 2 bedroom with Ocean View / Garage,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-2-bedroom-with/7206344917.html,2800,,,richmond / seacliff,1Ba,['apartment']
Oct  1,The Palms Condominium Available Now,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-palms-condominium/7206344805.html,3395,2,1231.0,SOMA / south beach,2Ba,"['application fee details: $40 Per person', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,"Lovely Bernal Heights home (2 bedroom, 1 bath)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-bernal-heights/7203882355.html,4100,2,1240.0,bernal heights,1Ba,"['house', 'laundry on site', 'no smoking', 'off-street parking']"
Oct  1,INCREDIBLE DEAL at Millennium Twr! Stunning 2BR/2BA City Residence,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-incredible-deal-at/7198205750.html,5950,2,,SOMA / south beach,2Ba,"['apartment', 'w/d in unit', 'valet parking']"
Oct  1,Available NOW! Offering 2 Months Free on US! Tour US Today!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-available-now-offering-2/7202173233.html,2695,1,759.0,,1Ba,['apartment']
Oct  1,#158 Furnished ONLY Jr 1 bedroom w/ Parking at Presidio Gate,https://sfbay.craigslist.org/sfc/apa/d/158-furnished-only-jr-1-bedroom-parking/7206344124.html,3100,1,561.0,marina / cow hollow,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'no smoking', 'detached garage']"
Oct  1,#210 Modern Jr. 1bd/1ba located by Caltrain w/ Parking Furnished,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-210-modern-jr-1bd-1ba/7206343777.html,3200,1,650.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,#132 Furnished ONLY Beautiful Mansion in Heart of Pacific Heights,https://sfbay.craigslist.org/sfc/apa/d/132-furnished-only-beautiful-mansion-in/7206343565.html,9000,3,3500.0,pacific heights,2.5Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Huge Flat near Dolores Park 4 Bedroom 2 Bath turn of century LOOK!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-flat-near-dolores/7197983350.html,3900,4,,mission district,2Ba,"['flat', 'w/d in unit']"
