date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,"Jasper | EIGHT WEEKS FREE & Lease NOW and Get Add'l $2,000 in Savings!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jasper-eight-weeks-free/7206531805.html,3271,1,860.0,SOMA / south beach,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'valet parking']"
Oct  1,Gigantic Penthouse with expansive views! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gigantic-penthouse-with/7206531745.html,6000,3,,noe valley,2Ba,"['apartment', 'w/d in unit', 'attached garage']"
Oct  1,Newly Remodeled 1BR/1BA in Hayes Valley; W/D in Unit; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-1br-1ba/7206531504.html,3195,1,,hayes valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,Remodeled Urban 1 BR / Historic Building / 952 Sutter #206 / RentingSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-urban-1-br/7206508151.html,2495,1,,lower nob hill,1Ba,"['application fee details: $30', 'broker fee details: No fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: RentingSF', 'no smoking']"
Oct  1,Quiet Remodeled Condo Overlooking Garden,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-remodeled-condo/7206531424.html,3000,1,,russian hill,1Ba,"['application fee details: 30.00 Per Person', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Large Apt. w/ Expansive Bay View,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-apt-expansive-bay/7206526429.html,2550,,700.0,russian hill,1Ba,"['application fee details: $25 Credit check, processing', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"Spacious Newly Remodeled Apartments, inc. Garage Parking",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-newly-remodeled/7198783578.html,3500,2,974.0,sunset / parkside,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,"Spacious 2Bed/2Bath, Lower Pac Heights, Parking, Laundry in Bldg.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2bed-2bath-lower/7197549504.html,3650,2,1000.0,lower pac hts,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,4 bed/2 bath Apartment in Ashbury Heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-bed-2-bath-apartment-in/7192448644.html,5500,4,1800.0,cole valley / ashbury hts,2Ba,"['apartment', 'w/d in unit', 'street parking']"
Oct  1,"Spacious Newly Remodeled Apartment, inc. Garage Parking",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-newly-remodeled/7198772760.html,3400,2,945.0,sunset / parkside,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,"Furnished Ideal Castro 1BR w/ W/D, Parking, Shared Pool, by Muni (227)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-ideal-castro/7206531067.html,2590,1,6000.0,The Castro,1Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Private Studio *SFO*Near MISSION BAY,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-studio-sfonear/7206509495.html,1150,1,,,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"Premier location! Top floor, and very updated! ~ J.Wavro",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-premier-location-top/7206530788.html,3500,2,,mission district,1Ba,"['apartment', 'w/d in unit', 'attached garage']"
Oct  1,FREE October Rent!! Perfect for WFH: Stay Safe in this Luxury 1BD+Den,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-october-rent-perfect/7196324710.html,2950,1,760.0,downtown / civic / van ness,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'valet parking', 'wheelchair accessible']"
Oct  1,#LiveTuring 8 Weeks Free! Modern Lifestyle w/ Resort Like Rooftop Pool,https://sfbay.craigslist.org/sfc/apa/d/milpitas-liveturing-8-weeks-free-modern/7206530650.html,2860,1,759.0,,1Ba,['apartment']
Oct  1,AMAZING ONE BED IN THE HEART OF NORTH BEACH!!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-one-bed-in-the/7206530505.html,2250,1,,north beach / telegraph hill,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,STUNNING VIEW AND SUPER SPACIOUS 2 BR NEAR CIVIC CENTER! 8 WEEKS OFF!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-view-and-super/7206516969.html,4250,1,769.0,downtown / civic / van ness,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,--->PRICE DROP! Top Floor RUSSIAN HILL~Flexible Move-in~Cats ok!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-drop-top-floor/7206530467.html,3195,2,,russian hill,1Ba,"['cats are OK - purrr', 'flat', 'laundry on site', 'no smoking']"
Oct  1,Private Patio - all new renovation,https://sfbay.craigslist.org/sfc/apa/d/private-patio-all-new-renovation/7206528969.html,3370,1,800.0,russian hill,1Ba,"['application fee details: $25 application processing and credit check fee', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Top Floor Sunny 2BR on the Panhandle- Pets OK! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-sunny-2br-on/7206529997.html,3650,2,,haight ashbury,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,2 Bedroom 1 Bath in Cole Valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-1-bath-in-cole/7206530000.html,2895,2,,cole valley / ashbury hts,1Ba,"['cats are OK - purrr', 'apartment', 'laundry on site', 'no parking']"
Oct  1,"Bright, Large, OUTDOOR space, IN-UNIT w/d,Pkng, Beautiful Newer Bldg",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-large-outdoor/7195250498.html,3950,1,985.0,nob hill,1Ba,"['condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Spacious 3/4 BR, 2 1/2BA+ Den",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-3-4-br-2-1-2ba/7206517999.html,4295,3,,castro / upper market,2.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,Stunning spacious 4bd/2ba modern unit in a duplex,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-spacious-4bd-2ba/7205348952.html,6990,4,1700.0,mission district,2Ba,"['duplex', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Fantastic tri-level live/work loft w/ private entrance ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-tri-level-live/7206528927.html,4200,2,,SOMA / south beach,2.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'loft', 'w/d in unit', 'attached garage']"
Oct  1,BEAUTIFUL TOP FLOOR RICHMOND 1 BD/1 BA!!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-top-floor/7206528523.html,2300,1,,richmond / seacliff,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,Luxury Condo Available NOW with Amazing Views!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-condo-available/7191561954.html,2850,1,760.0,SOMA / south beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'valet parking', 'wheelchair accessible']"
Oct  1,2 Months Free: Bright & Remodeled 1BR/1BA in Nob Hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-bright/7206528477.html,2795,1,,nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']"
Oct  1,"Beautiful and Cozy ""Commuter Suite"" (furnished)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-and-cozy/7195580447.html,900,1,170.0,SOMA / south beach,1Ba,"['furnished', 'apartment', 'no laundry on site', 'no smoking', 'attached garage']"
Oct  1,Prime Pacific Heights House-Like Two-Level Condo,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7206528365.html,12000,3,,pacific heights,3Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'laundry on site', 'listed by: 02111757', 'attached garage']"
Oct  1,*Location! Russian Hill 1 Bed with Parking!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location-russian-hill-1/7206528299.html,2995,1,,russian hill,1Ba,"['application fee details: $40 application fee', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Mid-Richmond District 2br/1ba Apt ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mid-richmond-district-2br/7206528114.html,2750,2,,richmond / seacliff,1Ba,"['apartment', 'no laundry on site', 'street parking']"
Oct  1,*Location! Russian Hill 1 Bed with Parking!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location-russian-hill-1/7206528299.html,2995,1,,russian hill,1Ba,"['application fee details: $40 application fee', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Mid-Richmond District 2br/1ba Apt ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mid-richmond-district-2br/7206528114.html,2750,2,,richmond / seacliff,1Ba,"['apartment', 'no laundry on site', 'street parking']"
Oct  1,"Bright 1 Bedroom + Den in Rent-control, Pet-friendly Building",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-1-bedroom-den-in/7206514780.html,2095,2,,tenderloin,1Ba,"['application fee details: $42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no smoking', 'no parking']"
Oct  1,"Private nicely remodeled HOUSE with WD, garage,and private backyard",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-nicely-remodeled/7206527766.html,5600,3,1655.0,bernal heights,2Ba,"['house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,1 bedroom apartment available 1/1/21,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-apartment/7206527285.html,2700,1,625.0,marina / cow hollow,1Ba,"['apartment', 'no laundry on site', 'attached garage']"
Oct  1,1 month free PLUS $1000 rent credit! Apply today!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-month-free-plus-1000/7198147706.html,2404,1,615.0,noe valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Quiet, rear of the building, light and bright! ~ J.Wavro",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-rear-of-the/7206527188.html,2000,1,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Oct  1,> Beautifully Renovated Studio / Lower Nob Hill / 954 Sutter St #607 <,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-renovated/7206507927.html,2495,,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,CHARMING AND SPACIOUS INNER RICHMOND 1 BEDROOM/1 BATH!!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-and-spacious/7206526746.html,2250,1,,inner richmond,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'attached garage']"
Oct  1,"Spacious 3/4 BR, 2 1/2BA+ Den",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-3-4-br-2-1-2ba/7206518220.html,4295,3,,castro / upper market,2.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,"Naturally Lit, Modern Studio in Pet-friendly, Rent-control Building",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-naturally-lit-modern/7206509462.html,1395,,,tenderloin,1Ba,"['application fee details: $42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no smoking', 'no parking']"
Oct  1,Corner 1bd/1ba with NEW Carpet - Parking 100.00,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-1bd-1ba-with-new/7206526335.html,2495,1,,downtown / civic / van ness,1Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Oct  1,Brannan - Upscale 2 Bed 2 Bath Luxury Condo ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brannan-upscale-2-bed-2/7206526242.html,5000,2,,SOMA / south beach,2Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,fabulous studio apt  in best noe location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fabulous-studio-apt-in/7200229556.html,2100,,500.0,noe valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'street parking']"
Oct  1,"large Live/ Work loft living space and master suite, PKG",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-live-work-loft/7190275055.html,4700,2,1750.0,SOMA / south beach,2Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"large loft with master suite, PKG",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-loft-with-master/7190273775.html,4700,2,1750.0,SOMA / south beach,2Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"1 bedroom, Den,Loft, 1 Bath,washer/dryer",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-denloft-1/7189093164.html,3400,1,1110.0,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"1 bedroom, Den , 1 Bath,washer/dryer Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-den-1/7190277135.html,3200,1,,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Fall Into Your New Home!  8 Weeks Free!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fall-into-your-new-home-8/7206525617.html,2305,,472.0,potrero hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"1 bedroom, Den,Loft, 1 Bath,washer/dryer",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-denloft-1/7190276516.html,3400,1,1110.0,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Top Floor Studio! 2 Months Free; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-2-months/7206525573.html,1895,,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"1 bedroom, Den , 1 Bath,washer/dryer Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-den-1/7190251240.html,3200,1,916.0,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,One bedroom with Washer/ Dryer/ Parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-with-washer/7190274713.html,2800,1,,potrero hill,1Ba,"['apartment', 'w/d in unit', 'attached garage']"
Oct  1,REMODELED ONE BEDROOM OVERLOOKING GARDEN,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-one-bedroom/7199627140.html,2600,1,,lower nob hill,1Ba,"['application fee details: $30/adult', 'cats are OK - purrr', 'apartment', 'no laundry on site', 'no smoking', 'street parking', 'wheelchair accessible']"
Oct  1,"One Bedroom with den and patio, W/D including PKG",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-with-den-and/7190273076.html,3275,1,916.0,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,Remodeled One Bedroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-one-bedroom/7199626855.html,2600,1,,lower nob hill,1Ba,"['application fee details: $30/adult', 'cats are OK - purrr', 'apartment', 'no laundry on site', 'street parking']"
Oct  1,"Luxury 1 bedroom, Den and Loft plus  Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-1-bedroom-den-and/7190272393.html,3400,1,,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Luxury 1 bedroom, Den and Loft plus  Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-1-bedroom-den-and/7190259438.html,3400,1,,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Luxury 1 bed, Den ,  1 Bath,washer/dryer Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-1-bed-den-1/7190261885.html,3200,1,,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"LARGE loft and master suite, parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-loft-and-master/7190252991.html,4700,2,1750.0,SOMA / south beach,2Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"One Bedroom with den and patio, W/D including PKG",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-with-den-and/7190265739.html,3275,1,,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"One Bedroom with den and patio, W/D including PKG",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-with-den-and/7190265001.html,3275,1,916.0,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"GORGEOUS, TOP FLOOR 1 BED/1 BATH W/PARKING!!!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-top-floor-1-bed/7206525019.html,2250,1,,richmond / seacliff,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,"Luxury 1 bedroom, Den , 1 Bath,washer/dryer Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-1-bedroom-den-1/7190262804.html,3300,1,916.0,potrero hill,1Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Beautiful Studio Home Waiting For You!! Come Tour Today!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-home/7206524944.html,2246,,476.0,sunset / parkside,1Ba,"['application fee details: 48', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport']"
Oct  1,"1 bedroom, Den , 1 Bath,washer/dryer Parking included",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-den-1/7190257645.html,3200,1,916.0,potrero hill,1Ba,"['application fee details: $45.00 per app (per person)', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
